incident_id,reason,responsible_dept,action_plan
INC-1390,FG balance available,order Complete,
INC-1391,Received Less,Greige Stores,
INC-1392,Patches,Dye Exhaust,
INC-1393,Lines,Jacquard,
INC-1394,Lines,Jacquard,
INC-1395,Shade Variation,Weaving,
INC-1396,Snagging,Mexico,
INC-1397,Lines,Jacquard,
INC-1398,Edge Damage,Weaving,
INC-1399,Curling,Sourcing,
INC-1400,Curling,Sourcing,
INC-1401,Edge Damage,Weaving,
INC-1402,FG balance available,Order Complete,
INC-1403,FG balance available,Order Complete,
INC-1404,Loop,Weaving,
INC-1405,Off Shade,Dye Range,
INC-1406,1mtr weight issue,Stretchline-SL,
INC-1407,Order Complete,Order Complete,
INC-1408,1mtr weight issue,Stretchline-SL,
INC-1409,FG balance Available,Order Complete,
INC-1410,FG balance Available,Order Complete,
INC-1411,FG balance Available,Order Complete,
INC-1412,FG balance Available,Order Complete,
INC-1413,FG balance Available,Order Complete,
INC-1414,FG balance Available,Order Complete,
INC-1415,FG balance Available,Order Complete,
INC-1416,FG balance Available,Order Complete,
INC-1417,Dirt Marks,TBC,
INC-1418,Dirt Marks,TBC,
INC-1419,Dirt Marks,TBC,
INC-1420,Dirt Marks,TBC,
INC-1421,Order Complete,Order Complete,
INC-1422,Received Less,Greige Stores,
INC-1423,Lines,Sourcing,
INC-1424,5m waste,Less than 5m,
INC-1425,1mtr weight issue,Stretchline-SL,
INC-1426,Received Less,Dye Range,
INC-1427,Edge Damage,Stretchline-Mexico,
INC-1428,1mtr weight issue,Stretchline-SL,
INC-1429,Received Less,stretchline-2,
INC-1430,Order Complete,order Complete,
INC-1431,Received Less,Greige Stores,
INC-1432,Print damage,Value Addition,
INC-1433,5m waste,Less than 5m,
INC-1434,5m waste,Less than 5m,
INC-1435,Snagging,Weaving,
INC-1436,Shade variation,Dye Range,
INC-1437,Patches,Dye Range,
INC-1438,1mtr weight issue,Stretchline-SL,
INC-1439,Creas mark,Dye Exhaust,
INC-1440,Off Shade,Dye Range,
INC-1441,Scallop damage,Greige Stores,
INC-1442,Shade Variation,TBC,
INC-1443,Shade Change,Color Lab,
INC-1444,Wrong Quality,Weaving,
INC-1445,Scallop damage,Greige Stores,
INC-1446,Wrong Quality,Weaving,
INC-1447,Patches,Dye Range,
INC-1448,Old Greige,Greige Stores,
INC-1449,Order Complete,Order Complete,
INC-1450,1mtr weight issue,Stretchline-SL,
INC-1451,Shade Change,Color Lab,
INC-1452,1mtr weight issue,Stretchline-SL,
INC-1453,Received Less,Greige Stores,
INC-1454,Curling,Sourcing,
INC-1455,Received Less,Dye Range,
INC-1456,Shade Variation,Dye Range,
INC-1457,Off Shade,Dye Exhaust,
INC-1458,Yarn Missing,Sourcing,
INC-1459,Dirt Marks,Dye Range,
INC-1460,1mtr weight issue,Stretchline-SL,
INC-1461,1mtr weight issue,Stretchline-SL,
INC-1462,1mtr weight issue,Stretchline-SL,
INC-1463,Loop,Weaving,
INC-1464,Shade variation,Stretchline-SL,
INC-1465,Driyer Overheat,Maintenance,
INC-1466,1mtr weight issue,Stretchline-SL,
INC-1467,1mtr weight issue,Stretchline-SL,
INC-1468,1mtr weight issue,Stretchline-SL,
INC-1469,1mtr weight issue,Stretchline-SL,
INC-1470,1mtr weight issue,Stretchline-SL,
INC-1471,Face Damage,Mexico,
INC-1472,Off Shade,Dye Range,
INC-1473,Lines,Sourcing,
INC-1474,5m waste,Less than 5m,
INC-1475,Wrong Quality,Jacquard,
INC-1476,Off Shade,Dye Exhaust,
INC-1477,Received Less,TBC,
INC-1478,1mtr weight issue,Stretchline-SL,
INC-1479,1mtr weight issue,Stretchline-SL,
INC-1480,Print damage,Value Addition,
INC-1481,Order Complete,order Complete,
INC-1482,1mtr weight issue,Stretchline-SL,
INC-1483,1mtr weight issue,Stretchline-SL,
INC-1484,1mtr weight issue,Stretchline-SL,
INC-1485,Order Complete,order Complete,
INC-1486,Genral operational waste,Greige Stores,
INC-1487,Loop,Jacquard,
INC-1488,Loop,Jacquard,
INC-1489,FG balance available,order Complete,
INC-1490,Edge Damage,Weaving,
INC-1491,Belling,Development,
INC-1492,Creas mark,Yarn Dyeing,
INC-1493,Belling,Development,
INC-1494,1mtr weight issue,Stretchline-SL,
INC-1495,1mtr weight issue,Stretchline-SL,
INC-1496,Shade Variation,TBC,
INC-1497,5m waste,Less than 5m,
INC-1498,5m waste,Less than 5m,
INC-1499,Sample Waste,Dye Range,
INC-1500,Low Repeat Length,Development,
INC-1501,Low Repeat Length,Development,
INC-1502,Width Variation,Weaving,
INC-1503,Shade Variation,TBC,
INC-1504,Shade Variation,TBC,
INC-1505,Low Repeat Length,TBC,
INC-1506,Received Less,Greige Stores,
INC-1507,Print damage,Value Addition,
INC-1508,Received Less,Greige Stores,
INC-1509,Low Width,Weaving,
INC-1510,Entangle,Dye Range,
INC-1511,Bond Damage,Value Addition,
INC-1512,Bias,TBC,
INC-1513,Entangle,Dye Range,
INC-1514,Production waste,Dye Exhaust,
INC-1515,Sample Waste,Dye Range,
INC-1516,Order cancelled,Order Complete,
INC-1517,Lines,Preparation,
INC-1518,Patches,Dye Range,
INC-1519,Sample Waste,Dye Range,
INC-1520,Order Complete,Order Complete,
INC-1521,Received Less,Greige Stores,
INC-1522,Off Shade,TBC,
INC-1523,Lines,Yarn Dyeing,
INC-1524,Creas mark,Dye Exhaust,
INC-1525,Print damage,Value Addition,
INC-1526,Patches,Dye Range,
INC-1527,Curling,Sourcing,
INC-1528,Yarn Dust,Sourcing,
INC-1529,1mtr weight issue,Stretchline-SL,
INC-1530,Lines,Jacquard,
INC-1531,Lines,Yarn Dyeing,
INC-1532,Sample Waste,Dye Range,
INC-1533,Shade Variation,TBC,
INC-1534,Shade Variation,TBC,
INC-1535,Shade Variation,Dye Range,
INC-1536,Shade Variation,Dye Range,
INC-1537,Shade Variation,Dye Range,
INC-1538,Shade Variation,Dye Range,
INC-1539,1mtr weight issue,Stretchline-SL,
INC-1540,Patches,Dye Range,
INC-1541,Shade Variation,TBC,
INC-1542,Received Less,Greige Stores,
INC-1543,5m waste,Less than 5m,
INC-1544,Off Shade,Dye Range,
INC-1545,Shade variation,Dye Range,
INC-1546,Lines,Yarn Dyeing,
INC-1547,Shade variation,Dye Range,
INC-1548,Low Stretch,Jacquard,
INC-1549,1mtr weight issue,Stretchline-SL,
INC-1550,Print damage,Value Addition,
INC-1551,5m waste,Less than 5m,
INC-1552,1mtr weight issue,Stretchline-SL,
INC-1553,Lines,Jacquard,
INC-1554,Low Repeat Length,Development,
INC-1555,5m waste,Less than 5m,
INC-1556,5m waste,Less than 5m,
INC-1557,1mtr weight issue,Stretchline-SL,
INC-1558,Received Less,Dye Range,
INC-1559,Order Completed,Order Completed,
INC-1560,1mtr weight issue,Stretchline-SL,
INC-1561,5m waste,Less than 5m,
INC-1562,Edge Damage,Weaving,
INC-1563,Shade variation,Dye Range,
INC-1564,Shade variation,Dye Range,
INC-1565,Shade variation,Dye Range,
INC-1566,Shade variation,Dye Range,
INC-1567,Lines,Yarn Dyeing,
INC-1568,Dirt Marks,Dye Range,
INC-1569,Shade Variation,Dye Range,
INC-1570,Lines,Jacquard,
INC-1571,Yarn Missing,Sourcing,
INC-1572,1mtr weight issue,Stretchline-SL,
INC-1573,1mtr weight issue,Stretchline-SL,
INC-1574,1mtr weight issue,Stretchline-SL,
INC-1575,1mtr weight issue,Stretchline-SL,
INC-1576,1mtr weight issue,Stretchline-SL,
INC-1577,Received Less,TBC,
INC-1578,Sample Waste,Dye Range,
INC-1579,1mtr weight issue,Stretchline-SL,
INC-1580,5m waste,Less than 5m,
INC-1581,Order Completed,Order Completed,
INC-1582,Off Shade,Dye Exhaust,
INC-1583,5m waste,Less than 5m,
INC-1584,Received Less,TBC,
INC-1585,1mtr weight issue,Stretchline-SL,
INC-1586,Belling,Weaving,
INC-1587,Edge Damage,Weaving,
INC-1588,Print damage,Value Addition,
INC-1589,Received Less,TBC,
INC-1590,Print damage,Value Addition,
INC-1591,Received Less,Value Addition,
INC-1592,Order Completed,Order Completed,
INC-1593,Order Completed,Order Completed,
INC-1594,5m waste,Less than 5m,
INC-1595,5m waste,Less than 5m,
INC-1596,5m waste,Less than 5m,
INC-1597,Shade Variation,Dye Range,
INC-1598,Dirt Marks,Weaving,
INC-1599,1mtr weight issue,Mexico,
INC-1600,Patches,Dye Range,
INC-1601,1mtr weight issue,Stretchline-SL,
INC-1602,1mtr weight issue,Stretchline-SL,
INC-1603,Shade Variation,Value Addition,
INC-1604,Belling,Value Addition,
INC-1605,Low Stretch,TBC,
INC-1606,5m waste,Less than 5m,
INC-1607,Received Less,Greige Stores,
INC-1608,Off Shade,Dye Range,
INC-1609,Lines,Yarn Dyeing,
INC-1610,Low Stretch,TBC,
INC-1611,Dirt Marks,Jacquard,
INC-1612,Off Shade,Color Lab,
INC-1613,Print damage,Value Addition,
INC-1614,1mtr weight issue,Stretchline-SL,
INC-1615,1mtr weight issue,Stretchline-SL,
INC-1616,1mtr weight issue,Stretchline-SL,
INC-1617,1mtr weight issue,Stretchline-SL,
INC-1618,Wrong Edge,Value Addition,
INC-1619,Shade Rejected,Dye Range,
INC-1620,5m waste,Less than 5m,
INC-1621,1mtr weight issue,Stretchline-SL,
INC-1622,Low Repeat Length,Development,
INC-1623,Belling,TBC,
INC-1624,Order Complete,Order Complete,
INC-1625,Batch Missing,Dye Range,
INC-1626,Batch Missing,Dye Range,
INC-1627,Batch Missing,Dye Range,
INC-1628,Routing error,Color Lab,
INC-1629,1mtr weight issue,Stretchline-SL,
INC-1630,5m waste,Less than 5m,
INC-1631,5m waste,Less than 5m,
INC-1632,Received Less,Dye Range,
INC-1633,5m waste,Less than 5m,
INC-1634,Shade Variation,Color Lab,
INC-1635,Patches,Color Lab,
INC-1636,Shade variation,Dye Range,
INC-1637,High Letter Length,Dye Range,
INC-1638,Shade Variation,Dye Range,
INC-1639,Patches,Dye Range,
INC-1640,Off Shade,Dye Range,
INC-1641,Shade Variation,Dye Range,
INC-1642,5m waste,Less than 5m,
INC-1643,Slack Rubber,Preparation,
INC-1644,Off Shade,Dye Range,
INC-1645,Shade Variation,Dye Range,
INC-1646,Off Shade,Dye Range,
INC-1647,Off Shade,Dye Range,
INC-1648,Off Shade,Color Lab,
INC-1649,Sample Waste,Dye Range,
INC-1650,Received Less,TBC,
INC-1651,1mtr weight issue,Stretchline-SL,
INC-1652,Order Completed,Order Completed,
INC-1653,Shade variation,TBC,
INC-1654,Order Completed,Order Completed,
INC-1655,Stop Mark,Weaving,
INC-1656,5m waste,Less than 5m,
INC-1657,Patches,Dye Range,
INC-1658,Off Shade,Dye Range,
INC-1659,Print damage,Value Addition,
INC-1660,5m waste,Less than 5m,
INC-1661,Shade Variation,Dye Range,
INC-1662,5m waste,Less than 5m,
INC-1663,1mtr weight issue,Stretchline-SL,
INC-1664,1mtr weight issue,Stretchline-SL,
INC-1665,Production waste,Dye Range,
INC-1666,1mtr weight issue,Stretchline-SL,
INC-1667,Received Less,TBC,
INC-1668,Lines,Yarn Dyeing,
INC-1669,5m waste,Less than 5m,
INC-1670,5m waste,Less than 5m,
INC-1671,Print damage,Value Addition,
INC-1672,1mtr weight issue,Stretchline-SL,
INC-1673,Print damage,Value Addition,
INC-1674,Received Less,Greige Stores,
INC-1675,Shade Variation,Dye Range,
INC-1676,Off Shade,TBC,
INC-1677,Face Variation,Weaving,
INC-1678,Shade Variation,Dye Range,
INC-1679,Dirt Marks,Dye Range,
INC-1680,Shade Variation,Dye Range,
INC-1681,Print damage,Value Addition,
INC-1682,Machine Breakdown waste,Maintenance,
INC-1683,5m waste,Less than 5m,
INC-1684,Fastness Fail,TBC,
INC-1685,5m waste,Less than 5m,
INC-1686,5m waste,Less than 5m,
INC-1687,1mtr weight issue,Stretchline-SL,
INC-1688,Order Completed,Order Completed,
INC-1689,Print damage,Value Addition,
INC-1690,Received Less,Greige Stores,
INC-1691,Face Damage,Jacquard,
INC-1692,Received Less,TBC,
INC-1693,Print damage,Value Addition,
INC-1694,5m waste,Less than 5m,
INC-1695,Slack Rubber,Preparation,
INC-1696,Shade Variation,Dye Range,
INC-1697,5m waste,Less than 5m,
INC-1698,Lines,Yarn Dyeing,
INC-1699,Print damage,Value Addition,
INC-1700,Dirt Marks,TBC,
INC-1701,Sample Waste,Dye Range,
INC-1702,Dirt Marks,Dye Range,
INC-1703,1mtr weight issue,Stretchline-SL,
INC-1704,1mtr weight issue,Stretchline-SL,
INC-1705,Belling,Weaving,
INC-1706,Dirt Marks,Weaving,
INC-1707,Loop,Weaving,
INC-1708,Shade Variation,TBC,
INC-1709,Shade Variation,TBC,
INC-1710,Order Completed,Order Completed,
INC-1711,5m waste,Less than 5m,
INC-1712,Shade Variation,Dye Range,
INC-1713,Dirt Marks,Preparation,
INC-1714,Shade Variation,Dye Range,
INC-1715,Order Completed,Order Completed,
INC-1716,Off Shade,Dye Range,
INC-1717,Shade Variation,Dye Range,
INC-1718,Dirt Marks,Preparation,
INC-1719,Shade Variation,Dye Range,
INC-1720,Loop,Weaving,
INC-1721,Edge Damage,Weaving,
INC-1722,1mtr weight issue,Stretchline-SL,
INC-1723,5m waste,Less than 5m,
INC-1724,Machine Breakdown waste,Maintenance,
INC-1725,Order Completed,Order Completed,
INC-1726,Order Completed,Order Completed,
INC-1727,Order Completed,Order Completed,
INC-1728,5m waste,Less than 5m,
INC-1729,Shade Changed,Dye Range,
INC-1730,5m waste,Less than 5m,
INC-1731,1mtr weight issue,Stretchline-SL,
INC-1732,Machine Breakdown waste,Maintenance,
INC-1733,Order Completed,Order Completed,
INC-1734,1mtr weight issue,Stretchline-SL,
INC-1735,Dirt Marks,Dye Range,
INC-1736,Old Greige,Sales,
INC-1737,Pin Holl,Weaving,
INC-1738,Shade Variation,Dye Range,
INC-1739,5m waste,Less than 5m,
INC-1740,Patches,Value Addition,
INC-1741,Order Completed,Order Completed,
INC-1742,Shade Variation,Dye Range,
INC-1743,Dirt Marks,Dye Range,
INC-1744,Loop,Jacquard,
INC-1745,Order Completed,Order Completed,
INC-1746,1mtr weight issue,Stretchline-SL,
INC-1747,1mtr weight issue,Stretchline-SL,
INC-1748,Patches,Dye Range,
INC-1749,1mtr weight issue,Stretchline-SL,
INC-1750,Dirt Marks,Dye Range,
INC-1751,Received Less,Dye Range,
INC-1752,Shade Variation,Dye Exhaust,
INC-1753,Shade Variation,Dye Range,
INC-1754,Order cancelled,Order cancelled,
INC-1755,1mtr weight issue,Stretchline-SL,
INC-1756,Lines,TBC,
INC-1757,Uneven Edges,Sourcing,
INC-1758,1mtr weight issue,Stretchline-SL,
INC-1759,Cross Bar,Jacquard,
INC-1760,Sample Waste,Dye Range,
INC-1761,Loop,Jacquard,
INC-1762,5m waste,Less than 5m,
INC-1763,Sample Waste,Dye Range,
INC-1764,Lot Change,TBC,
INC-1765,Shade variation,Dye Range,
INC-1766,Order Completed,Order Completed,
INC-1767,Uneven Edges,Sourcing,
INC-1768,Shade variation,Dye Range,
INC-1769,Shade variation,Dye Range,
INC-1770,Order Completed,Order Completed,
INC-1771,1mtr weight issue,Stretchline-SL,
INC-1772,1mtr weight issue,Stretchline-SL,
INC-1773,Face Damage,Weaving,
INC-1774,Off Shade,Dye Exhaust,
INC-1775,Silicon Damage,Value Addition,
INC-1776,Machine Breakdown Waste,Maintenance,
INC-1777,5m waste,Less than 5m,
INC-1778,5m waste,Less than 5m,
INC-1779,Shade Variation,Dye Exhaust,
INC-1780,Uneven Edges,Sourcing,
INC-1781,5m waste,Less than 5m,
INC-1782,1mtr weight issue,Stretchline-SL,
INC-1783,Shade variation,Dye Range,
INC-1784,Shade Variation,Dye Range,
INC-1785,Yarn Dust,Sourcing,
INC-1786,1mtr weight issue,Stretchline-SL,
INC-1787,Yarn Dust,Sourcing,
INC-1788,Off Shade,Dye Range,
INC-1789,1mtr weight issue,Stretchline-SL,
INC-1790,1mtr weight issue,Stretchline-SL,
INC-1791,Lines,Sourcing,
INC-1792,Face Variation,Weaving,
INC-1793,High Letter Length,Dye Range,
INC-1794,Lines,Weaving,
INC-1795,Sample Waste,Dye Range,
INC-1796,Off Shade,Color Develoment,
INC-1797,Print damage,Value Addition,
INC-1798,5m waste,Less than 5m,
INC-1799,Yarn Missing,Sourcing,
INC-1800,Shade Variation,TBC,
INC-1801,Shade Variation,TBC,
INC-1802,Shade Variation,Dye Exhaust,
INC-1803,5m waste,Less than 5m,
INC-1804,Shade Variation,Dye Exhaust,
INC-1805,Off Shade,Dye Exhaust,
INC-1806,Shade Variation,TBC,
INC-1807,Curling,Sourcing,
INC-1808,1mtr weight issue,Stretchline-SL,
INC-1809,5m waste,Less than 5m,
INC-1810,Order Completed,Order Completed,
INC-1811,Dirt Marks,Dye Range,
INC-1812,Patches,Dye Range,
INC-1813,Yarn Missing,Sourcing,
INC-1814,Snagging,Dye Range,
INC-1815,Order Complete,Order Completed,
INC-1816,Order Complete,Order Completed,
INC-1817,5m waste,Less than 5m,
INC-1818,1mtr weight issue,Stretchline-SL,
INC-1819,Extra high joint meter,Dye Exhaust,
INC-1820,Production waste,Dye Exhaust,
INC-1821,Face Damage,Jacquard,
INC-1822,Slack Rubber,Preparation,
INC-1823,1mtr weight issue,Stretchline-SL,
INC-1824,Wrong Order,Sales,
INC-1825,Wrong Order,Sales,
INC-1826,Wrong Order,Sales,
INC-1827,Wrong Order,Sales,
INC-1828,Wrong Order,Sales,
INC-1829,Wrong Order,Sales,
INC-1830,Wrong Order,Sales,
INC-1831,1mtr weight issue,Stretchline-SL,
INC-1832,Shade Variation,Dye Range,
INC-1833,Dirt Marks,Dye Range,
INC-1834,1mtr weight issue,Stretchline-SL,
INC-1835,1mtr weight issue,Stretchline-SL,
INC-1836,1mtr weight issue,Stretchline-SL,
INC-1837,1mtr weight issue,Stretchline-SL,
INC-1838,1mtr weight issue,Stretchline-SL,
INC-1839,5m waste,Less than 5m,
INC-1840,Shade Variation,Dye Range,
INC-1841,Dirt Marks,Preparation,
INC-1842,1mtr weight issue,Stretchline-SL,
INC-1843,Order Completed,Order Completed,
INC-1844,Wrong Quality,Jacquard,
INC-1845,Patches,Dye Range,
INC-1846,Yarn Missing,Sourcing,
INC-1847,Received Less,Dye Range,
INC-1848,Slack Rubber,Preparation,
INC-1849,Slack Rubber,Preparation,
INC-1850,Slack Rubber,Preparation,
INC-1851,Order Completed,Order Completed,
INC-1852,Face Damage,Jacquard,
INC-1853,Edge Damage,Jacquard,
INC-1854,Curling,Sourcing,
INC-1855,Belling,Jacquard,
INC-1856,Curling,Sourcing,
INC-1857,Curling,Sourcing,
INC-1858,Patches,Dye Range,
INC-1859,5m waste,Less than 5m,
INC-1860,Patches,Dye Range,
INC-1861,Shade Variation,TBC,
INC-1862,Shade Variation,TBC,
INC-1863,Order Completed,Order Completed,
INC-1864,1mtr weight issue,Stretchline-SL,
INC-1865,Color Rejection,Dye Exhaust,
INC-1866,1mtr weight issue,Stretchline-SL,
INC-1867,Wrong Quality,Color Lab,
INC-1868,Off Shade,Dye Range,
INC-1869,Print damage,Value Addition,
INC-1870,Sound Issue,TBC,
INC-1871,Machine Breakdown Waste,Maintenance,
INC-1872,Patches,Dye Exhaust,
INC-1873,Lines,Weaving,
INC-1874,Order cancelled,Order Cancelled,
INC-1875,Face Damage,Weaving,
INC-1876,Dirt Marks,Jacquard,
INC-1877,Riverside Side Variation,TBC,
INC-1878,Low Repeat Length,Development,
INC-1879,Lines,Sourcing,
INC-1880,Patches,Dye Exhaust,
INC-1881,1mtr weight issue,Stretchline-SL,
INC-1882,Received Less,TBC,
INC-1883,1mtr weight issue,Stretchline-SL,
INC-1884,Received Less,TBC,
INC-1885,5m waste,Less than 5m,
INC-1886,Received Less,TBC,
INC-1887,Received Less,Planning,
INC-1888,1mtr weight issue,Stretchline-SL,
INC-1889,1mtr weight issue,Stretchline-SL,
INC-1890,Received Less,Dye Range,
INC-1891,M/C Trangle,Dye Range,
INC-1892,Received Less,Greige Stores,
INC-1893,1mtr weight issue,Stretchline-MLV,
INC-1894,Dirt Marks,Jacquard,
INC-1895,Patches,Dye Range,
INC-1896,5m waste,Less than 5m,
INC-1897,Edge Damage,Jacquard,
INC-1898,Order Completed,Order Completed,
INC-1899,Curling,Dye Range,
INC-1900,1mtr weight issue,Stretchline-SL,
INC-1901,5m waste,Less than 5m,
INC-1902,Stop Mark,Weaving,
INC-1903,Sample Waste,Dye Range,
INC-1904,5m waste,Less than 5m,
INC-1905,Yarn Missing,Stretchline-MLV,
INC-1906,Stop Mark,Stretchline-MLV,
INC-1907,Shade Variation,TBC,
INC-1908,Loop,Weaving,
INC-1909,Shade Variation,TBC,
INC-1910,Shade variation,TBC,
INC-1911,Yarn Missing,Stretchline-MLV,
INC-1912,1mtr weight issue,Stretchline-SL,
INC-1913,Reverse Side Variation,Dye Range,
INC-1914,Shade Variation,Dye Range,
INC-1915,1mtr weight issue,Stretchline-SL,
INC-1916,Received Less,Greige Stores,
INC-1917,Shade Variation,TBC,
INC-1918,Slack Rubber,Preparation,
INC-1919,5m waste,Less than 5m,
INC-1920,Loop,Weaving,
INC-1921,Lines,Sourcing,
INC-1922,5m waste,Less than 5m,
INC-1923,5m waste,Less than 5m,
INC-1924,Patches,Dye Range,
INC-1925,Received Less,Greige Stores,
INC-1926,Lines,Weaving,
INC-1927,Lines,Weaving,
INC-1928,Off Shade,Dye Exhaust,
INC-1929,5m waste,Less than 5m,
INC-1930,Order Completed,Order Completed,
INC-1931,Order Completed,Order Completed,
INC-1932,Order Completed,Order Completed,
INC-1933,1mtr weight issue,Stretchline-SL,
INC-1934,1mtr weight issue,Stretchline-SL,
INC-1935,1mtr weight issue,Stretchline-SL,
INC-1936,1mtr weight issue,Stretchline-SL,
INC-1937,Bias,Weaving,
INC-1938,1mtr weight issue,Stretchline-SL,
INC-1939,Order Completed,Order Completed,
INC-1940,Shade Variation,Dye Exhaust,
INC-1941,1mtr weight issue,Stretchline-SL,
INC-1942,Shade Variation,Dye Exhaust,
INC-1943,M/C Trangle,Dye Range,
INC-1944,Edge Damage,Weaving,
INC-1945,1mtr weight issue,Stretchline-SL,
INC-1946,1mtr weight issue,Stretchline-SL,
INC-1947,Lines,Sourcing,
INC-1948,Lines,Sourcing,
INC-1949,Lines,Sourcing,
INC-1950,Lines,Development,
INC-1951,Lines,Sourcing,
INC-1952,Lines,Sourcing,
INC-1953,Print damage,Value Addition,
INC-1954,Lines,Development,
INC-1955,Bias,Sourcing,
INC-1956,Reverse Side Line,Development,
INC-1957,Curling,Sourcing,
INC-1958,Order Completed,Order Completed,
INC-1959,LOOP,Jacquard,
INC-1960,1mtr weight issue,Stretchline-SL,
INC-1961,5m waste,Less than 5m,
INC-1962,Sound Issue,TBC,
INC-1963,Dirt Marks,Jacquard,
INC-1964,5m waste,Less than 5m,
INC-1965,5m waste,Less than 5m,
INC-1966,1mtr weight issue,Stretchline-SL,
INC-1967,Loop,Development,
INC-1968,Lines,Development,
INC-1969,Lines,Weaving,
INC-1970,1mtr weight issue,Stretchline-SL,
INC-1971,1mtr weight issue,Stretchline-SL,
INC-1972,1mtr weight issue,Stretchline-SL,
INC-1973,Order Completed,Order Completed,
INC-1974,5m waste,Less than 5m,
INC-1975,Print damage,Value Addition,
INC-1976,1mtr weight issue,Stretchline-SL,
INC-1977,1mtr weight issue,Stretchline-SL,
INC-1978,M/C Trangle,Dye Range,
INC-1979,5m waste,Less than 5m,
INC-1980,1mtr weight issue,Stretchline-SL,
INC-1981,Edge Damage,Weaving,
INC-1982,1mtr weight issue,Stretchline-SL,
INC-1983,Order Completed,Order Completed,
INC-1984,Lines,Yarn Dyeing,
INC-1985,Order Completed,Order Completed,
INC-1986,5m waste,Less than 5m,
INC-1987,Print damage,Value Addition,
INC-1988,Yarn Dust,Jacquard,
INC-1989,Rough Edge,Weaving,
INC-1990,1mtr weight issue,Stretchline-SL,
INC-1991,5m waste,Less than 5m,
INC-1992,Curling,Sourcing,
INC-1993,Lines,Sourcing,
INC-1994,Production waste,Greige Stores,
INC-1995,5m waste,Less than 5m,
INC-1996,1mtr weight issue,Stretchline-SL,
INC-1997,1mtr weight issue,Stretchline-SL,
INC-1998,1mtr weight issue,Stretchline-SL,
INC-1999,System Issue,Order Completed,
INC-2000,Patches,Dye Exhaust,
INC-2001,Yarn Missing,Sourcing,
INC-2002,Patches,Dye Range,
INC-2003,Snagging,Dye Range,
INC-2004,5m waste,Less than 5m,
INC-2005,1mtr weight issue,Stretchline-SL,
INC-2006,Shade Variation,Dye Range,
INC-2007,Production waste,Dye Range,
INC-2008,5m waste,Less than 5m,
INC-2009,Patches,Dye Range,
INC-2010,Patches,Dye Exhaust,
INC-2011,Wet,Dye Exhaust,
INC-2012,Rough Edge,Weaving,
INC-2013,Stop Mark,Stretchline-MLV,
INC-2014,1mtr weight issue,Stretchline-SL,
INC-2015,Received Less,Greige Stores,
INC-2016,5m waste,Less than 5m,
INC-2017,1mtr weight issue,Stretchline-SL,
INC-2018,Off Shade,Dye Range,
INC-2019,Patches,Dye Exhaust,
INC-2020,5m waste,Less than 5m,
INC-2021,Shade variation,Dye Range,
INC-2022,M/C Trangle,Dye Range,
INC-2023,Shortage of materials,Dye Range,
INC-2024,Shortage of materials,Dye Range,
INC-2025,Shade Variation,Dye Range,
INC-2026,Curling,Sourcing,
INC-2027,Shortage of materials,Dye Range,
INC-2028,Sound Issue,Development,
INC-2029,Edge Damage,Weaving,
INC-2030,Lines,Weaving,
INC-2031,Lines,Yarn Dyeing,
INC-2032,Belling,Development,
INC-2033,Belling,Development,
INC-2034,Lines,Sourcing,
INC-2035,Loop,Development,
INC-2036,Lines,Sourcing,
INC-2037,Loop,Development,
INC-2038,Lines,Sourcing,
INC-2039,Belling,Development,
INC-2040,Lines,Sourcing,
INC-2041,Lines,Yarn Dyeing,
INC-2042,Loop,Development,
INC-2043,Lines,Sourcing,
INC-2044,Lines,Sourcing,
INC-2045,Belling,Development,
INC-2046,Received Less,Dye Range,
INC-2047,Belling,Development,
INC-2048,Belling,Development,
INC-2049,Lines,Sourcing,
INC-2050,Loop,Development,
INC-2051,System Issue,Digital,
INC-2052,Lines,Sourcing,
INC-2053,Belling,Development,
INC-2054,Belling,Development,
INC-2055,Curling,Sourcing,
INC-2056,Edge Damage,Development,
INC-2057,Curling,Sourcing,
INC-2058,Bias,Sourcing,
INC-2059,1mtr weight issue,Stretchline-SL,
INC-2060,Off Shade,Dye Range,
INC-2061,Off Shade,Dye Range,
INC-2062,Off Shade,Dye Range,
INC-2063,Shade Variation,TBC,
INC-2064,Yarn Dust,Sourcing,
INC-2065,Yarn Dust,Sourcing,
INC-2066,Shade Variation,TBC,
INC-2067,Yarn Dust,Sourcing,
INC-2068,Production waste,Greige Stores,
INC-2069,1mtr weight issue,Stretchline-SL,
INC-2070,Belling,Sourcing,
INC-2071,Shade Variation,Dye Range,
INC-2072,Sound Issue,TBC,
INC-2073,Received Less,Dye Range,
INC-2074,Lines,Yarn Dyeing,
INC-2075,Lines,TBC,
INC-2076,Patches,Dye Range,
INC-2077,Curling,Jacquard,
INC-2078,Stop Mark,Stretchline-MLV,
INC-2079,Yarn Missing,Sourcing,
INC-2080,Sample Waste,Dye Range,
INC-2081,Loop,Weaving,
INC-2082,Shade Variation,TBC,
INC-2083,Rubber Filaments,Stretchline-MLV,
INC-2084,Stop Mark,Weaving,
INC-2085,Shade Variation,Dye Range,
INC-2086,Rubber Filaments,Stretchline-MLV,
INC-2087,Lines,Sourcing,
INC-2088,Lines,Sourcing,
INC-2089,Lycra Grinning,Stretchline-MLV,
INC-2090,Curling,Sourcing,
INC-2091,Face Damage,Weaving,
INC-2092,Received Less,Greige Stores,
INC-2093,Curling,Sourcing,
